Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,G+A-PK,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,PK_stats_shooting,PKatt_stats_shooting,Crs,TklW,Int,Fld,CrdY_stats_misc,CrdR_stats_misc,2CrdY,Fls,OG,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt_stats_keeper,PKA,PKsv,PKm
2400,Tim Skarke,de GER,"MF,FW",Union Berlin,de Bundesliga,29.0,1996,20,4,600,6.7,1,0,1,1,0,0,0,0,0.15,13,5,38.5,1.95,0.75,0.08,0.20,0,0,13,4,1,9,0,0,0,8,0,,,,,,,,,,,,,,
2401,Ellyes Skhiri,tn TUN,"MF,DF",Eintracht Frankfurt,de Bundesliga,30.0,1995,24,15,1354,15.0,0,0,0,0,0,0,3,1,0.00,7,0,0.0,0.47,0.00,0.00,,0,0,2,7,24,13,3,1,1,10,0,,,,,,,,,,,,,,
2402,Leo Skiri Østigård,no NOR,DF,Genoa,it Serie A,26.0,1999,29,29,2532,28.1,5,1,6,5,0,0,7,0,0.21,20,11,55.0,0.71,0.39,0.25,0.45,0,0,1,26,30,15,7,0,0,36,0,,,,,,,,,,,,,,
2403,Laurs Skjellerup,dk DEN,FW,Sassuolo,it Serie A,23.0,2002,1,0,10,0.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,9.00,0.00,0.00,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2404,Łukasz Skorupski,pl POL,GK,Bologna,it Serie A,35.0,1991,17,17,1412,15.7,0,0,0,0,0,0,1,1,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,8,1,1,0,1,0,15,0.96,43,30,69.8,9,3,5,7,41.2,2,2,0,0
2405,Andreas Skov Olsen,dk DEN,MF,Wolfsburg,de Bundesliga,26.0,1999,8,4,362,4.0,1,0,1,1,0,0,1,0,0.25,7,2,28.6,1.74,0.50,0.14,0.50,0,0,6,1,1,4,1,0,0,1,0,,,,,,,,,,,,,,
2406,Robert Skov,dk DEN,"DF,MF",Union Berlin,de Bundesliga,29.0,1996,3,3,220,2.4,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.41,0.00,0.00,,0,0,12,5,2,3,0,0,0,5,0,,,,,,,,,,,,,,
2407,Tobias Slotsager,dk DEN,DF,Hellas Verona,it Serie A,20.0,2006,8,4,446,5.0,0,0,0,0,0,0,0,0,0.00,3,1,33.3,0.61,0.20,0.00,0.00,0,0,2,7,3,5,0,0,0,3,0,,,,,,,,,,,,,,
2408,Adam Smith,eng ENG,DF,Bournemouth,eng Premier League,35.0,1991,19,11,809,9.0,0,1,1,0,0,0,3,0,0.11,0,0,,0.00,0.00,,,0,0,10,10,7,7,3,0,0,14,0,,,,,,,,,,,,,,
2409,Eric Smith,se SWE,"DF,MF",St Pauli,de Bundesliga,29.0,1997,26,25,2223,24.7,2,2,4,2,0,0,4,1,0.16,11,5,45.5,0.45,0.20,0.18,0.40,0,0,59,22,21,29,4,1,0,15,0,,,,,,,,,,,,,,
2410,Emile Smith Rowe,eng ENG,MF,Fulham,eng Premier League,25.0,2000,34,19,1729,19.2,3,0,3,3,0,0,1,0,0.16,33,9,27.3,1.72,0.47,0.09,0.33,0,0,11,17,22,12,1,0,0,8,0,,,,,,,,,,,,,,
2411,Ivan Smolčić,hr CRO,DF,Como,it Serie A,25.0,2000,25,18,1507,16.7,0,1,1,0,0,0,8,0,0.06,12,4,33.3,0.72,0.24,0.00,0.00,0,0,28,24,22,17,8,0,0,25,0,,,,,,,,,,,,,,
2412,Simon Sohm,ch SUI,MF,Bologna,it Serie A,25.0,2001,11,9,707,7.9,0,0,0,0,0,0,1,0,0.00,4,1,25.0,0.51,0.13,0.00,0.00,0,0,2,5,3,3,1,0,0,9,0,,,,,,,,,,,,,,
2413,Simon Sohm,ch SUI,MF,Fiorentina,it Serie A,25.0,2001,16,9,708,7.9,0,1,1,0,0,0,2,0,0.13,5,0,0.0,0.64,0.00,0.00,,0,0,5,7,6,11,2,0,0,15,0,,,,,,,,,,,,,,
2414,Alex Sola,es ESP,"DF,FW",Getafe,es La Liga,26.0,1999,1,0,13,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2415,Dominic Solanke,eng ENG,FW,Tottenham Hotspur,eng Premier League,28.0,1997,15,11,1001,11.1,3,0,3,3,0,0,1,0,0.27,20,11,55.0,1.80,0.99,0.15,0.27,0,0,2,16,3,9,1,0,0,12,0,,,,,,,,,,,,,,
2416,Carlos Soler,es ESP,MF,Real Sociedad,es La Liga,29.0,1997,29,23,2051,22.8,4,3,7,4,0,0,3,1,0.31,34,19,55.9,1.49,0.83,0.12,0.21,0,0,68,19,15,18,3,1,0,26,0,,,,,,,,,,,,,,
2417,Julio Soler,ar ARG,DF,Bournemouth,eng Premier League,21.0,2005,3,0,35,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,2,0,0,2,0,0,0,2,0,,,,,,,,,,,,,,
2418,Oumar Solet,fr FRA,DF,Udinese,it Serie A,26.0,2000,32,31,2689,29.9,3,1,4,2,1,1,1,0,0.10,29,5,17.2,0.97,0.17,0.07,0.40,1,1,15,52,41,28,1,0,0,27,1,,,,,,,,,,,,,,
2419,Jhon Solis,co COL,MF,Girona,es La Liga,21.0,2004,12,3,380,4.2,0,0,0,0,0,0,0,0,0.00,3,2,66.7,0.71,0.47,0.00,0.00,0,0,0,3,4,7,0,0,0,2,0,,,,,,,,,,,,,,
2420,Manor Solomon,il ISR,MF,Villarreal,es La Liga,26.0,1999,6,1,150,1.7,1,1,2,1,0,0,0,0,1.20,2,1,50.0,1.20,0.60,0.50,1.00,0,0,10,1,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2421,Manor Solomon,il ISR,"FW,MF",Fiorentina,it Serie A,26.0,1999,13,7,695,7.7,2,0,2,2,0,0,1,0,0.26,7,3,42.9,0.91,0.39,0.29,0.67,0,0,36,8,0,13,1,0,0,2,0,,,,,,,,,,,,,,
2422,Hugo Solozabal,es ESP,MF,Getafe,es La Liga,23.0,2003,1,0,11,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2423,Daniele Sommariva,it ITA,GK,Genoa,it Serie A,28.0,1997,2,1,176,2.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,4,2.05,12,8,66.7,0,0,1,0,0.0,0,0,0,0
2424,Yann Sommer,ch SUI,GK,Inter,it Serie A,37.0,1988,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,30,0.94,88,61,70.5,23,4,5,15,46.9,4,4,0,0
2425,Oliver Sonne,pe PER,DF,Burnley,eng Premier League,25.0,2000,7,1,169,1.9,1,0,1,1,0,0,0,0,0.53,3,1,33.3,1.60,0.53,0.33,1.00,0,0,5,1,1,0,0,0,0,4,0,,,,,,,,,,,,,,
2426,David Soria,es ESP,GK,Getafe,es La Liga,33.0,1993,34,34,3060,34.0,0,0,0,0,0,0,2,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,3,2,0,0,0,0,36,1.06,137,103,74.5,13,5,16,10,29.4,4,1,2,1
2427,Borna Sosa,hr CRO,"DF,MF",Crystal Palace,eng Premier League,28.0,1998,7,0,101,1.1,0,0,0,0,0,0,1,0,0.00,1,0,0.0,0.89,0.00,0.00,,0,0,6,0,2,0,1,0,0,4,0,,,,,,,,,,,,,,
2428,Hugo Sotelo,es ESP,MF,Celta Vigo,es La Liga,22.0,2003,19,15,1263,14.0,0,2,2,0,0,0,3,0,0.14,2,1,50.0,0.14,0.07,0.00,0.00,0,0,43,16,12,13,3,0,0,26,0,,,,,,,,,,,,,,
2429,Florian Sotoca,fr FRA,MF,Lens,fr Ligue 1,35.0,1990,24,3,411,4.6,0,0,0,0,0,0,1,0,0.00,12,0,0.0,2.63,0.00,0.00,,0,0,11,4,7,8,1,0,0,9,0,,,,,,,,,,,,,,
2430,Riccardo Sottil,it ITA,"FW,MF",Lecce,it Serie A,26.0,1999,21,13,1066,11.8,1,2,3,1,0,0,1,0,0.25,20,3,15.0,1.69,0.25,0.05,0.33,0,0,100,2,2,27,1,0,0,10,0,,,,,,,,,,,,,,
2431,Tomáš Souček,cz CZE,MF,West Ham United,eng Premier League,31.0,1995,32,21,1958,21.8,5,0,5,5,0,0,2,1,0.23,23,12,52.2,1.06,0.55,0.22,0.42,0,0,12,21,16,18,2,1,0,34,0,,,,,,,,,,,,,,
2432,Matìas Soulé,ar ARG,"MF,FW",Roma,it Serie A,23.0,2003,30,26,2003,22.3,6,5,11,6,0,0,1,0,0.49,46,15,32.6,2.07,0.67,0.13,0.40,0,0,70,14,9,38,1,0,0,6,0,,,,,,,,,,,,,,
2433,Aboubaka Soumahoro,fr FRA,"MF,DF",Hamburger SV,de Bundesliga,21.0,2005,4,2,136,1.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,1,0,0,0,1,0,0,3,0,,,,,,,,,,,,,,
2434,Sambou Soumano,sn SEN,FW,Lorient,fr Ligue 1,25.0,2001,30,8,931,10.3,4,2,6,4,0,1,2,0,0.58,28,10,35.7,2.71,0.97,0.14,0.40,0,1,0,4,4,18,2,0,0,16,0,,,,,,,,,,,,,,
2435,Issa Soumaré,sn SEN,"FW,MF",Le Havre,fr Ligue 1,25.0,2000,32,31,2768,30.8,7,5,12,6,1,3,3,0,0.36,73,25,34.2,2.37,0.81,0.08,0.24,1,3,58,18,12,67,3,0,0,52,0,,,,,,,,,,,,,,
2436,Souza,br BRA,MF,Tottenham Hotspur,eng Premier League,19.0,2006,4,2,144,1.6,0,0,0,0,0,0,1,0,0.00,1,1,100.0,0.62,0.62,0.00,0.00,0,0,3,0,2,2,1,0,0,3,0,,,,,,,,,,,,,,
2437,Vinicius Souza,br BRA,MF,Wolfsburg,de Bundesliga,26.0,1999,22,20,1601,17.8,0,0,0,0,0,0,4,0,0.00,6,1,16.7,0.34,0.06,0.00,0.00,0,0,3,29,22,22,4,0,0,38,0,,,,,,,,,,,,,,
2438,Djibril Sow,ch SUI,MF,Sevilla,es La Liga,29.0,1997,29,24,1889,21.0,5,2,7,5,0,0,5,0,0.33,17,8,47.1,0.81,0.38,0.29,0.63,0,0,22,21,19,25,5,0,0,35,0,,,,,,,,,,,,,,
2439,Djed Spence,eng ENG,"DF,MF",Tottenham Hotspur,eng Premier League,25.0,2000,27,22,1937,21.5,0,0,0,0,0,0,4,0,0.00,12,7,58.3,0.56,0.33,0.00,0.00,0,0,45,24,15,18,4,0,0,25,0,,,,,,,,,,,,,,
2440,Leonardo Spinazzola,it ITA,"MF,DF",Napoli,it Serie A,33.0,1993,30,21,1816,20.2,3,3,6,3,0,0,2,0,0.30,21,7,33.3,1.04,0.35,0.14,0.43,0,0,70,9,4,9,2,0,0,9,0,,,,,,,,,,,,,,
2441,Anton Stach,de GER,MF,Leeds United,eng Premier League,27.0,1998,27,26,2207,24.5,5,3,8,5,0,0,3,0,0.33,53,14,26.4,2.16,0.57,0.09,0.36,0,0,140,33,19,22,3,0,0,32,0,,,,,,,,,,,,,,
2442,Jens Stage,dk DEN,MF,Werder Bremen,de Bundesliga,29.0,1996,27,27,2300,25.6,10,2,12,10,0,0,5,0,0.47,54,21,38.9,2.11,0.82,0.19,0.48,0,0,14,29,18,29,5,0,0,33,0,,,,,,,,,,,,,,
2443,Benjamin Stambouli,fr FRA,MF,Metz,fr Ligue 1,35.0,1990,17,9,870,9.7,0,0,0,0,0,0,0,0,0.00,6,1,16.7,0.62,0.10,0.00,0.00,0,0,7,15,9,9,0,0,0,14,0,,,,,,,,,,,,,,
2444,Nicolae Stanciu,ro ROU,MF,Genoa,it Serie A,33.0,1993,4,2,180,2.0,0,0,0,0,0,1,0,0,0.00,5,0,0.0,2.50,0.00,0.00,,0,1,9,3,3,2,0,0,0,1,0,,,,,,,,,,,,,,
2445,Otto Stange,de GER,DF,Hamburger SV,de Bundesliga,19.0,2007,8,0,153,1.7,0,0,0,0,0,0,0,0,0.00,6,1,16.7,3.53,0.59,0.00,0.00,0,0,2,2,0,4,0,0,0,1,0,,,,,,,,,,,,,,
2446,Josip Stanišić,hr CRO,DF,Bayern Munich,de Bundesliga,26.0,2000,24,18,1722,19.1,2,3,5,2,0,0,1,0,0.26,7,4,57.1,0.37,0.21,0.29,0.50,0,0,32,20,17,11,1,0,0,7,0,,,,,,,,,,,,,,
2447,Carl Starfelt,se SWE,DF,Celta Vigo,es La Liga,30.0,1995,19,17,1491,16.6,0,0,0,0,0,0,3,1,0.00,4,1,25.0,0.24,0.06,0.00,0.00,0,0,0,16,16,8,3,1,1,19,1,,,,,,,,,,,,,,
2448,Niklas Stark,de GER,DF,Werder Bremen,de Bundesliga,31.0,1995,14,9,697,7.7,0,0,0,0,0,0,8,2,0.00,3,1,33.3,0.39,0.13,0.00,0.00,0,0,1,12,13,7,8,2,2,11,0,,,,,,,,,,,,,,
2449,Orri Steinn Óskarsson,is ISL,FW,Real Sociedad,es La Liga,21.0,2004,17,5,591,6.6,6,0,6,6,0,0,4,0,0.91,15,11,73.3,2.28,1.68,0.40,0.55,0,0,3,4,1,4,4,0,0,13,0,,,,,,,,,,,,,,
2450,Calvin Stengs,nl NED,"FW,MF",Pisa,it Serie A,27.0,1998,4,0,46,0.5,0,0,0,0,0,0,0,0,0.00,2,1,50.0,3.91,1.96,0.00,0.00,0,0,3,0,0,2,0,0,0,0,0,,,,,,,,,,,,,,
2451,Pascal Stenzel,de GER,MF,Stuttgart,de Bundesliga,30.0,1996,2,2,106,1.2,0,0,0,0,0,0,2,0,0.00,3,1,33.3,2.55,0.85,0.00,0.00,0,0,5,0,2,2,2,0,0,2,0,,,,,,,,,,,,,,
2452,Leonidas Stergiou,ch SUI,DF,Heidenheim,de Bundesliga,24.0,2002,4,1,191,2.1,0,0,0,0,0,0,0,0,0.00,1,0,0.0,0.47,0.00,0.00,,0,0,1,2,1,1,0,0,0,2,0,,,,,,,,,,,,,,
2453,Leonidas Stergiou,ch SUI,DF,Stuttgart,de Bundesliga,24.0,2002,1,0,1,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2454,Angelo Stiller,de GER,MF,Stuttgart,de Bundesliga,25.0,2001,32,28,2563,28.5,2,5,7,2,0,1,1,0,0.25,16,7,43.8,0.56,0.25,0.13,0.29,0,1,102,17,25,40,1,0,0,14,0,,,,,,,,,,,,,,
2455,Kevin Stöger,at AUT,MF,Gladbach,de Bundesliga,32.0,1993,27,13,1201,13.3,1,1,2,1,0,1,3,0,0.15,20,7,35.0,1.50,0.52,0.05,0.14,0,1,57,19,13,24,3,0,0,22,0,,,,,,,,,,,,,,
2456,Filip Stojilković,ch SUI,"FW,MF",Pisa,it Serie A,26.0,2000,10,5,474,5.3,0,0,0,0,0,0,0,0,0.00,8,3,37.5,1.52,0.57,0.00,0.00,0,0,2,1,0,0,0,0,0,6,0,,,,,,,,,,,,,,
2457,John Stones,eng ENG,DF,Manchester City,eng Premier League,31.0,1994,7,4,353,3.9,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,4,0,2,0,0,0,0,0,0,,,,,,,,,,,,,,
2458,Jørgen Strand Larsen,no NOR,FW,Crystal Palace,eng Premier League,26.0,2000,10,9,672,7.5,3,0,3,3,0,0,2,0,0.40,17,6,35.3,2.28,0.80,0.18,0.50,0,0,0,0,1,7,2,0,0,17,0,,,,,,,,,,,,,,
2459,Jørgen Strand Larsen,no NOR,FW,Wolves,eng Premier League,26.0,2000,22,14,1404,15.6,1,1,2,0,1,2,2,0,0.06,21,7,33.3,1.35,0.45,0.00,0.00,1,2,3,2,3,11,2,0,0,30,0,,,,,,,,,,,,,,
2460,Gabriel Strefezza,br BRA,FW,Parma,it Serie A,29.0,1997,12,11,897,10.0,1,2,3,1,0,0,2,0,0.30,19,5,26.3,1.91,0.50,0.05,0.20,0,0,40,12,5,25,2,0,0,20,0,,,,,,,,,,,,,,
2461,Pascal Struijk,nl NED,DF,Leeds United,eng Premier League,26.0,1999,32,31,2791,31.0,0,1,1,0,0,0,5,0,0.03,30,5,16.7,0.97,0.16,0.00,0.00,0,0,2,22,29,21,5,0,0,24,0,,,,,,,,,,,,,,
2462,Cristhian Stuani,uy URU,FW,Girona,es La Liga,39.0,1986,17,1,293,3.3,3,0,3,0,3,4,3,0,0.00,12,8,66.7,3.69,2.46,0.00,0.00,3,4,0,4,1,8,3,0,0,8,0,,,,,,,,,,,,,,
2463,Nikola Štulić,rs SRB,FW,Lecce,it Serie A,24.0,2001,32,20,1692,18.8,3,0,3,2,1,1,1,0,0.11,32,8,25.0,1.70,0.43,0.06,0.25,1,1,1,7,2,26,1,0,0,37,0,,,,,,,,,,,,,,
2464,Denis Suárez,es ESP,MF,Alavés,es La Liga,32.0,1994,26,13,1213,13.5,1,2,3,1,0,0,6,0,0.22,7,3,42.9,0.52,0.22,0.14,0.33,0,0,27,10,7,21,6,0,0,18,0,,,,,,,,,,,,,,
2465,Gabriel Suazo,cl CHI,"DF,MF",Sevilla,es La Liga,28.0,1997,25,21,1763,19.6,0,2,2,0,0,0,7,0,0.10,5,2,40.0,0.26,0.10,0.00,0.00,0,0,90,60,21,13,7,0,0,27,0,,,,,,,,,,,,,,
2466,Luka Sučić,hr CRO,"MF,FW",Real Sociedad,es La Liga,23.0,2002,18,8,771,8.6,3,1,4,3,0,0,1,0,0.47,19,6,31.6,2.22,0.70,0.16,0.50,0,0,5,5,3,5,1,0,0,8,0,,,,,,,,,,,,,,
2467,Petar Sucic,hr CRO,MF,Inter,it Serie A,22.0,2003,31,18,1523,16.9,1,2,3,1,0,0,5,0,0.18,19,4,21.1,1.12,0.24,0.05,0.25,0,0,27,17,7,22,5,0,0,27,0,,,,,,,,,,,,,,
2468,Yukinari Sugawara,jp JPN,"DF,MF",Werder Bremen,de Bundesliga,25.0,2000,30,28,2424,26.9,0,6,6,0,0,0,2,0,0.22,30,11,36.7,1.11,0.41,0.00,0.00,0,0,74,22,15,11,2,0,0,21,0,,,,,,,,,,,,,,
2469,Pavel Šulc,cz CZE,"FW,MF",Lyon,fr Ligue 1,25.0,2000,25,16,1452,16.1,11,3,14,11,0,0,2,0,0.87,42,17,40.5,2.60,1.05,0.26,0.65,0,0,13,13,6,14,2,0,0,28,0,,,,,,,,,,,,,,
2470,Niklas Süle,de GER,DF,Dortmund,de Bundesliga,30.0,1995,11,7,486,5.4,0,1,1,0,0,0,3,0,0.19,2,1,50.0,0.37,0.19,0.00,0.00,0,0,6,5,6,1,3,0,0,8,0,,,,,,,,,,,,,,
2471,Ibrahim Sulemana,gh GHA,MF,Bologna,it Serie A,22.0,2003,3,0,45,0.5,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,1,0,0,1,0,,,,,,,,,,,,,,
2472,Ibrahim Sulemana,gh GHA,MF,Cagliari,it Serie A,22.0,2003,13,7,795,8.8,1,0,1,1,0,0,1,0,0.11,9,2,22.2,1.02,0.23,0.11,0.50,0,0,2,11,6,8,1,0,0,11,0,,,,,,,,,,,,,,
2473,Kamaldeen Sulemana,gh GHA,MF,Atalanta,it Serie A,24.0,2002,23,8,904,10.0,2,1,3,2,0,0,3,0,0.30,21,9,42.9,2.09,0.90,0.10,0.22,0,0,19,5,2,14,3,0,0,11,0,,,,,,,,,,,,,,
2474,Crysencio Summerville,nl NED,"MF,FW",West Ham United,eng Premier League,24.0,2001,28,26,2200,24.4,5,1,6,5,0,0,5,0,0.25,51,15,29.4,2.09,0.61,0.10,0.33,0,0,52,22,14,59,5,0,0,47,0,,,,,,,,,,,,,,
2475,Tomáš Suslov,sk SVK,FW,Hellas Verona,it Serie A,23.0,2002,8,2,239,2.7,0,0,0,0,0,0,1,1,0.00,9,2,22.2,3.39,0.75,0.00,0.00,0,0,8,4,1,5,1,1,0,5,0,,,,,,,,,,,,,,
2476,Yuito Suzuki,jp JPN,MF,Freiburg,de Bundesliga,24.0,2001,25,18,1632,18.1,4,2,6,4,0,0,3,0,0.33,38,14,36.8,2.10,0.77,0.11,0.29,0,0,21,12,10,10,3,0,0,20,0,,,,,,,,,,,,,,
2477,Zion Suzuki,jp JPN,GK,Parma,it Serie A,23.0,2002,18,18,1620,18.0,0,0,0,0,0,0,1,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,4,1,0,0,0,0,24,1.33,77,55,70.1,3,7,8,5,27.8,2,1,1,0
2478,Mattias Svanberg,se SWE,MF,Wolfsburg,de Bundesliga,27.0,1999,22,7,771,8.6,3,1,4,3,0,0,6,1,0.47,17,7,41.2,1.98,0.82,0.18,0.43,0,0,8,7,9,18,6,1,1,18,0,,,,,,,,,,,,,,
2479,Daniel Svensson,se SWE,MF,Dortmund,de Bundesliga,24.0,2002,32,26,2364,26.3,2,2,4,2,0,0,0,0,0.15,12,4,33.3,0.46,0.15,0.17,0.50,0,0,127,25,20,21,0,0,0,27,0,,,,,,,,,,,,,,
2480,Mile Svilar,rs SRB,GK,Roma,it Serie A,26.0,1999,35,35,3150,35.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,1,1,7,0,0,0,0,0,29,0.83,129,101,78.3,20,4,11,16,45.7,1,1,0,0
2481,Williot Swedberg,se SWE,"FW,MF",Celta Vigo,es La Liga,22.0,2004,25,10,1032,11.5,4,4,8,4,0,0,2,0,0.70,20,11,55.0,1.74,0.96,0.20,0.36,0,0,7,14,3,31,2,0,0,25,0,,,,,,,,,,,,,,
2482,Lamine Sy,mr MTN,DF,Auxerre,fr Ligue 1,23.0,2002,22,15,1376,15.3,0,0,0,0,0,0,1,0,0.00,12,2,16.7,0.78,0.13,0.00,0.00,0,0,41,28,17,13,1,0,0,19,0,,,,,,,,,,,,,,
2483,Abakar Sylla,ci CIV,DF,Strasbourg,fr Ligue 1,23.0,2002,1,0,2,0.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
2484,Abakar Sylla,ci CIV,DF,Nantes,fr Ligue 1,23.0,2002,2,1,65,0.7,0,0,0,0,0,0,0,0,0.00,2,0,0.0,2.77,0.00,0.00,,0,0,0,0,0,0,0,0,0,2,0,,,,,,,,,,,,,,
2485,Fodé Sylla,fr FRA,MF,Lens,fr Ligue 1,20.0,2006,4,1,99,1.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,6,3,0,0,0,0,3,0,,,,,,,,,,,,,,
2486,Wojciech Szczęsny,pl POL,GK,Barcelona,es La Liga,36.0,1990,6,6,540,6.0,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,0,0,0,0,0,0,11,1.83,25,16,60.0,4,0,2,0,0.0,2,1,1,0
2487,Dominik Szoboszlai,hu HUN,"MF,DF",Liverpool,eng Premier League,25.0,2000,33,33,2961,32.9,6,5,11,6,0,1,8,1,0.33,65,20,30.8,1.98,0.61,0.09,0.30,0,1,179,32,27,29,8,1,0,36,0,,,,,,,,,,,,,,
2488,Sebastian Szymański,pl POL,MF,Rennes,fr Ligue 1,26.0,1999,14,8,665,7.4,1,3,4,1,0,0,2,0,0.54,11,4,36.4,1.49,0.54,0.09,0.25,0,0,43,9,2,8,2,0,0,13,0,,,,,,,,,,,,,,
2489,Alexander Sørloth,no NOR,FW,Atlético Madrid,es La Liga,30.0,1995,31,19,1770,19.7,12,0,12,12,0,0,4,1,0.61,59,31,52.5,3.00,1.58,0.20,0.39,0,0,10,6,0,14,4,1,0,27,0,,,,,,,,,,,,,,
2490,Jocelin Ta Bi,ci CIV,MF,Sunderland,eng Premier League,21.0,2005,1,1,38,0.4,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,5,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
2491,Musa Al-Taamari,jo JOR,"MF,FW",Rennes,fr Ligue 1,28.0,1997,31,23,2056,22.8,6,6,12,6,0,0,4,0,0.53,57,22,38.6,2.50,0.96,0.11,0.27,0,0,85,16,10,27,4,0,0,16,0,,,,,,,,,,,,,,
2492,Haris Tabakovic,ba BIH,FW,Gladbach,de Bundesliga,31.0,1994,31,27,2309,25.7,12,3,15,12,0,2,4,0,0.58,65,25,38.5,2.53,0.97,0.18,0.48,0,2,2,6,0,20,4,0,0,45,0,,,,,,,,,,,,,,
2493,Nicolás Tagliafico,ar ARG,DF,Lyon,fr Ligue 1,33.0,1992,20,14,1310,14.6,0,3,3,0,0,0,5,2,0.21,15,1,6.7,1.03,0.07,0.00,0.00,0,0,20,14,17,33,5,2,1,36,0,,,,,,,,,,,,,,
2494,Jonathan Tah,de GER,DF,Bayern Munich,de Bundesliga,30.0,1996,26,22,1921,21.3,2,1,3,2,0,0,7,0,0.14,8,5,62.5,0.37,0.23,0.25,0.40,0,0,1,17,25,6,7,0,0,26,0,,,,,,,,,,,,,,
2495,Kōta Takai,jp JPN,DF,Gladbach,de Bundesliga,21.0,2004,8,3,342,3.8,0,0,0,0,0,0,1,0,0.00,3,2,66.7,0.79,0.53,0.00,0.00,0,0,0,4,4,3,1,0,0,3,0,,,,,,,,,,,,,,
2496,Chemsdine Talbi,ma MAR,"MF,FW",Sunderland,eng Premier League,21.0,2005,26,15,1452,16.1,4,1,5,4,0,0,0,0,0.31,24,10,41.7,1.49,0.62,0.17,0.40,0,0,47,6,3,1,0,0,0,5,0,,,,,,,,,,,,,,
2497,Montassar Talbi,tn TUN,DF,Lorient,fr Ligue 1,27.0,1998,27,27,2430,27.0,0,1,1,0,0,0,3,0,0.04,13,2,15.4,0.48,0.07,0.00,0.00,0,0,5,18,27,13,3,0,0,7,0,,,,,,,,,,,,,,
2498,Adrien Tameze,cm CMR,DF,Torino,it Serie A,32.0,1994,24,12,1120,12.4,0,0,0,0,0,0,3,0,0.00,5,0,0.0,0.40,0.00,0.00,,0,0,14,12,19,7,3,0,0,16,0,,,,,,,,,,,,,,
2499,Ao Tanaka,jp JPN,MF,Leeds United,eng Premier League,27.0,1998,25,11,1090,12.1,2,0,2,2,0,0,1,0,0.17,16,5,31.3,1.32,0.41,0.13,0.40,0,0,32,11,17,9,1,0,0,13,0,,,,,,,,,,,,,,
2500,Axel Tapé,fr FRA,"MF,DF",Leverkusen,de Bundesliga,18.0,2007,6,2,222,2.5,0,0,0,0,0,0,1,0,0.00,3,1,33.3,1.22,0.41,0.00,0.00,0,0,0,1,1,7,1,0,0,7,0,,,,,,,,,,,,,,
2501,Edmond Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,27.0,1999,27,27,2395,26.6,5,3,8,5,0,0,7,0,0.30,28,10,35.7,1.05,0.38,0.18,0.50,0,0,11,14,20,1,7,0,0,27,0,,,,,,,,,,,,,,
2502,James Tarkowski,eng ENG,DF,Everton,eng Premier League,33.0,1992,34,34,3060,34.0,1,2,3,1,0,0,7,0,0.09,16,8,50.0,0.47,0.24,0.06,0.13,0,0,7,27,26,34,7,0,0,27,0,,,,,,,,,,,,,,
2503,Rouven Tarnutzer,ch SUI,FW,Freiburg,de Bundesliga,18.0,2007,1,0,7,0.1,0,0,0,0,0,0,0,0,0.00,0,0,,0.00,0.00,,,0,0,0,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,
